time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-01-05T21:53:20.810Z,64.637,-17.7023,7.07,5,mb,,60,1.561,1.14,us,usc000tbz0,2022-05-03T17:09:09.896Z,"118 km S of Akureyri, Iceland",earthquake,7.8,4.3,0.05,138,reviewed,us,us
2015-01-05T22:58:41.080Z,-48.9709,124.0928,10,4.6,mb,,116,16.833,0.46,us,usc000th5s,2015-03-27T07:02:07.040Z,"western Indian-Antarctic Ridge",earthquake,15.4,1.7,0.222,7,reviewed,us,us
2015-01-05T23:25:38.310Z,32.6654,93.0194,28.18,4.6,mb,,28,3.368,1.23,us,usc000tc0r,2015-03-27T07:02:07.040Z,"160 km NE of Nagqu, China",earthquake,7.6,5.4,0.084,42,reviewed,us,us
2015-01-06T00:14:21.590Z,-49.099,164.6792,31.25,5.3,mb,,54,3.231,0.97,us,usc000tc12,2015-03-27T07:02:08.040Z,"Auckland Islands, New Zealand region",earthquake,8.3,2.7,0.068,73,reviewed,us,us
2015-01-06T02:11:13.580Z,-56.7992,-150.4852,10,5,mb,,73,26.406,0.66,us,usc000tc20,2015-03-27T07:02:09.040Z,"Pacific-Antarctic Ridge",earthquake,14.4,1.8,0.098,33,reviewed,us,us
2015-01-06T03:35:08.050Z,-33.3346,-179.1662,33.09,4.8,mb,,69,4.212,0.46,us,usc000tc2v,2015-03-27T07:02:11.040Z,"south of the Kermadec Islands",earthquake,8.2,4.5,0.094,37,reviewed,us,us
2015-01-06T03:50:25.800Z,2.9764,124.3068,348.39,4.5,mb,,73,3.761,0.29,us,usc000tc2x,2015-03-27T07:02:11.040Z,"175 km NNW of Manado, Indonesia",earthquake,7.9,6.8,0.084,41,reviewed,us,us
2015-01-06T04:04:56.980Z,-43.0462,171.246,9.6,4.5,mwr,,45,0.643,0.46,us,usc000tc2y,2015-03-27T07:02:11.040Z,"43 km SSE of Hokitika, New Zealand",earthquake,3.3,3.7,0.047,44,reviewed,us,us
2015-01-06T05:38:26.150Z,-11.6546,166.7992,196.67,4.7,mb,,93,3.79,0.75,us,usc000th6f,2015-03-27T07:02:11.040Z,"150 km SE of Lata, Solomon Islands",earthquake,13.9,8.5,0.12,21,reviewed,us,us
2015-01-06T05:54:35.950Z,-29.3927,-112.2285,10,4.9,mb,,62,3.407,0.93,us,usc000tc3b,2015-03-27T07:02:12.040Z,"Easter Island region",earthquake,8.5,1.7,0.071,77,reviewed,us,us
2015-01-06T10:10:02.110Z,-23.9351,-176.1641,35,4.9,mb,,119,5.519,0.93,us,usc000th6l,2015-03-27T07:02:14.040Z,"south of the Fiji Islands",earthquake,13.6,2,0.09,41,reviewed,us,us
2015-01-06T14:38:55.300Z,-30.1427,-177.9965,57.72,4.5,mb,,176,0.896,0.16,us,usc000th6s,2015-03-27T07:02:16.040Z,"Kermadec Islands, New Zealand",earthquake,17.7,5.8,0.204,9,reviewed,us,us
2015-01-06T15:51:03.780Z,-6.2309,131.2133,122.22,4.5,mb,,102,1.742,0.9,us,usc000th6v,2015-03-27T07:02:16.040Z,"182 km WSW of Tual, Indonesia",earthquake,8.9,17.2,0.27,4,reviewed,us,us
2015-01-06T16:34:34.590Z,-6.5956,129.8286,168.48,4.6,mb,,30,2.006,0.69,us,usc000tc5m,2022-07-27T12:46:50.478Z,"Banda Sea",earthquake,7.8,7.1,0.077,50,reviewed,us,us
