time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-03-01T01:42:53.240Z,0.9003,-28.2582,10,4.6,mb,,74,10.144,0.95,us,usc000tu46,2015-05-19T00:29:19.040Z,"central Mid-Atlantic Ridge",earthquake,8.1,1.8,0.103,31,reviewed,us,us
2015-03-01T03:32:33.780Z,0.0241,124.4702,62,5.6,mwb,,18,2.001,1.03,us,usc000tu4z,2022-07-27T23:45:48.260Z,"147 km SSW of Tomohon, Indonesia",earthquake,5.9,1.6,0.048,42,reviewed,us,us
2015-03-01T07:01:56.780Z,4.7307,125.7803,104.82,5.3,mb,,37,2.332,0.85,us,usc000tu5k,2015-05-19T00:29:21.040Z,"82 km SSE of Sarangani, Philippines",earthquake,7.1,4.3,0.044,176,reviewed,us,us
2015-03-01T08:30:03.030Z,13.4392,-90.9992,20,5.5,mww,,63,1.272,0.96,us,usc000tu5z,2022-07-27T23:49:37.712Z,"57 km SSW of Puerto San José, Guatemala",earthquake,5.8,1.8,,,reviewed,us,us
2015-03-01T08:57:29.670Z,-21.4061,170.2765,41.08,4.6,mb,,76,3.624,0.54,us,usc000tu61,2015-05-19T00:29:22.040Z,"231 km SSE of Isangel, Vanuatu",earthquake,7,7.1,0.114,23,reviewed,us,us
2015-03-01T10:24:41.360Z,23.5657,98.8539,10,5.2,mb,,25,3.868,0.77,us,usc000tu67,2024-06-16T23:49:00.779Z,"132 km ENE of Lashio, Myanmar",earthquake,7,1.8,0.048,142,reviewed,us,us
2015-03-01T15:08:28.410Z,-17.1815,-71.8382,55.51,5,mb,,99,1.852,0.73,us,usc000tu6s,2022-07-27T23:55:02.647Z,"4 km WSW of Punta de Bombón, Peru",earthquake,6.2,4.8,0.034,292,reviewed,us,us
2015-03-01T15:46:17.370Z,31.0161,141.7886,22.93,4.5,mb,,120,2.681,0.85,us,usc000tu72,2015-05-19T00:29:25.040Z,"Izu Islands, Japan region",earthquake,8.5,5.4,0.074,54,reviewed,us,us
2015-03-01T15:48:18.510Z,-27.2668,-71.5486,11.05,4.9,mww,,107,1.008,1.37,us,usc000tu6z,2022-07-27T23:55:58.272Z,"120 km W of Copiapó, Chile",earthquake,5.7,3.8,,,reviewed,us,us
2015-03-01T16:50:11.930Z,-23.9842,179.2501,548.12,4.7,mb,,71,5.815,0.88,us,usc000tu7j,2015-05-19T00:29:26.040Z,"south of the Fiji Islands",earthquake,10.7,6.1,0.061,84,reviewed,us,us
2015-03-01T16:56:32.790Z,-20.8381,-178.6414,594.14,4.6,mb,,103,4.383,0.74,us,usc000tu7p,2015-05-19T00:29:26.040Z,"Fiji region",earthquake,8,7.2,0.063,76,reviewed,us,us
2015-03-01T19:11:47.910Z,-27.9969,26.823,8.42,4.8,mb,,116,1.512,0.55,us,usc000tva2,2020-07-10T19:21:39.772Z,"8 km ESE of Welkom, South Africa",earthquake,7.6,4.1,0.167,11,reviewed,us,us
2015-03-01T19:21:56.240Z,36.6669,137.5007,242.98,4.7,mb,,49,0.578,0.53,us,usc000tu9b,2015-05-19T00:29:28.040Z,"12 km ESE of Kamiichi, Japan",earthquake,4.7,6.6,0.086,43,reviewed,us,us
2015-03-01T20:23:00.030Z,-59.2202,-150.91,10,4.6,mb,,169,30.92,0.62,us,usc000tva3,2015-05-19T00:29:28.040Z,"Pacific-Antarctic Ridge",earthquake,11.6,1.9,0.165,11,reviewed,us,us
2015-03-01T22:59:32.890Z,-20.6575,-179.1536,609.61,4.5,mb,,138,3.919,0.54,us,usc000tua6,2015-05-19T00:29:29.040Z,"Fiji region",earthquake,19.5,20,0.15,13,reviewed,us,us
2015-03-01T23:10:35.070Z,-58.7627,-149.3846,10,4.6,mb,,162,27.674,0.64,us,usc000tvab,2015-05-19T00:29:29.040Z,"Pacific-Antarctic Ridge",earthquake,13.4,2,0.222,6,reviewed,us,us
2015-03-01T23:19:23.260Z,-33.6065,-179.5578,35,4.7,mb,,90,4.313,1.38,us,usc000tua2,2015-05-19T00:29:29.040Z,"south of the Kermadec Islands",earthquake,9.3,1.9,0.12,21,reviewed,us,us
2015-03-01T23:47:19.040Z,48.3385,154.1831,59.33,4.5,mb,,136,5.271,0.65,us,usc000tua8,2015-05-19T00:29:30.040Z,"295 km SSW of Severo-Kuril’sk, Russia",earthquake,10.6,7.7,0.076,52,reviewed,us,us
2015-03-02T00:33:15.300Z,-23.1563,82.4472,10,4.6,mb,,124,15.182,1.17,us,usc000tvip,2015-05-19T00:29:30.040Z,"South Indian Ocean",earthquake,10.6,1.9,0.145,15,reviewed,us,us
2015-03-02T01:40:52.350Z,-0.0463,124.5345,71.49,5,mb,,50,2.021,0.74,us,usc000tuaf,2015-05-19T00:29:31.040Z,"153 km S of Tomohon, Indonesia",earthquake,5.8,6.2,0.068,69,reviewed,us,us
2015-03-02T02:50:47.880Z,-59.561,-150.6522,13,5.5,mwb,,70,30.578,0.97,us,usc000tuyv,2022-05-03T17:14:46.068Z,"Pacific-Antarctic Ridge",earthquake,15,1.7,0.08,15,reviewed,us,us
2015-03-02T05:39:51.000Z,-28.048,-66.454,180,4.6,mb,,,,1.42,us,usc000tuar,2015-05-19T00:29:33.040Z,"43 km NW of Mutquín, Argentina",earthquake,7.7,5.3,0.077,50,reviewed,sja,us
2015-03-02T06:08:41.500Z,35.752,48.942,8,4.5,mb,,,,1.48,us,usc000tuaw,2015-05-19T00:29:34.040Z,"50 km SSW of Abhar, Iran",earthquake,3.7,3.7,0.09,36,reviewed,teh,us
2015-03-02T06:43:40.300Z,-20.7516,-175.336,105.8,4.6,mb,,85,5.354,1.24,us,usc000tuaz,2015-05-19T00:29:35.040Z,"45 km NNW of Nuku‘alofa, Tonga",earthquake,10.4,6.7,0.103,28,reviewed,us,us
2015-03-02T08:39:00.320Z,31.4356,140.1723,10,4.6,mb,,95,1.702,1.25,us,usc000tuba,2015-05-19T00:29:36.040Z,"Izu Islands, Japan region",earthquake,8.4,1.4,0.08,47,reviewed,us,us
2015-03-02T09:53:24.620Z,21.1697,146.6086,43.13,4.5,mb,,87,4.877,0.54,us,usc000tubp,2015-05-19T00:29:37.040Z,"Mariana Islands region",earthquake,9.8,7.7,0.089,37,reviewed,us,us
2015-03-02T10:33:15.090Z,4.8049,96.1271,12.19,4.7,mb,,70,0.919,1.24,us,usc000tubr,2015-05-19T00:29:37.040Z,"48 km SSW of Reuleuet, Indonesia",earthquake,6.3,4.3,0.096,34,reviewed,us,us
2015-03-02T13:29:12.860Z,-1.8461,133.3405,40.47,5.1,mb,,40,1.525,0.72,us,usc000tuc2,2015-05-19T00:29:38.040Z,"135 km SW of Manokwari, Indonesia",earthquake,6.9,5.2,0.052,120,reviewed,us,us
2015-03-02T14:19:53.830Z,4.7632,96.0123,7.94,4.9,mb,,110,1.039,0.88,us,usc000tuc5,2015-05-19T00:29:39.040Z,"58 km SSW of Reuleuet, Indonesia",earthquake,4.3,4.1,0.073,60,reviewed,us,us
2015-03-02T16:01:23.600Z,36.5247,71.1955,95.91,4.5,mb,,72,0.778,1.14,us,usc000tuci,2015-05-19T00:29:39.040Z,"34 km WSW of Ashk?sham, Afghanistan",earthquake,6,6.1,0.085,42,reviewed,us,us
2015-03-02T16:53:46.250Z,-27.8657,-71.065,33.68,5.2,mww,,86,0.337,0.67,us,usc000tucw,2022-07-28T00:00:39.899Z,"84 km NNW of Vallenar, Chile",earthquake,4.9,2,,,reviewed,us,us
