time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-10-02T20:31:48.660Z,-5.681,151.1215,36.28,4.6,mb,,103,1.808,1.11,us,us10003na0,2016-01-04T22:28:49.040Z,"109 km E of Kimbe, Papua New Guinea",earthquake,10.8,12.1,0.137,19,reviewed,us,us
2015-10-03T02:35:01.230Z,71.3652,-4.3611,10,4.6,mb,,67,5.829,1,us,us10003jy3,2016-11-10T21:54:50.727Z,"164 km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.9,1.9,0.068,65,reviewed,us,us
2015-10-03T03:30:20.080Z,-27.5309,-175.6588,10,4.6,mb,,114,2.629,0.48,us,us10003nbl,2016-01-04T22:28:50.040Z,"Kermadec Islands region",earthquake,12,1.8,0.141,15,reviewed,us,us
2015-10-03T04:14:09.690Z,-33.0345,-178.2791,10,5,mb,,61,3.789,0.67,us,us10003jy6,2016-11-10T21:54:51.907Z,"south of the Kermadec Islands",earthquake,9.5,1.8,0.072,63,reviewed,us,us
2015-10-03T04:18:54.150Z,-33.1005,-178.121,10,4.6,mb,,234,5.323,0.68,us,us10003nbp,2016-01-04T22:28:50.040Z,"south of the Kermadec Islands",earthquake,14.7,1.7,0.245,6,reviewed,us,us
2015-10-03T04:27:01.980Z,-32.9308,-178.2737,10,4.7,mb,,88,3.686,0.69,us,us10003nbq,2016-01-04T22:28:51.040Z,"south of the Kermadec Islands",earthquake,9.5,1.6,0.159,12,reviewed,us,us
2015-10-03T04:53:41.570Z,-33.0329,-178.1866,10,4.5,mb,,137,6.468,0.43,us,us10003nbr,2016-01-04T22:28:51.040Z,"south of the Kermadec Islands",earthquake,14.5,1.8,0.181,9,reviewed,us,us
2015-10-03T06:03:42.080Z,-37.4557,-73.6761,14.53,5.8,mww,,118,2.02,0.84,us,us10003jyn,2022-05-03T17:32:46.075Z,"17 km N of Lebu, Chile",earthquake,3.8,3.4,,,reviewed,us,us
2015-10-03T06:26:55.780Z,-30.301,-71.551,38,5.9,mww,,57,0.378,0.75,us,us10003jyt,2022-08-01T09:13:02.957Z,"43 km SSW of Coquimbo, Chile",earthquake,4.1,1.8,,,reviewed,us,us
2015-10-03T06:51:15.550Z,14.2707,-92.9427,47.07,4.6,mb,,169,0.911,0.95,us,us10003jyz,2022-08-01T09:14:05.537Z,"75 km SW of Puerto Madero, Mexico",earthquake,7.2,8.5,0.073,56,reviewed,us,us
2015-10-03T07:20:39.900Z,-7.0753,154.9918,12.57,4.6,mb,,128,4.016,1.1,us,us10003nbx,2016-01-04T22:28:53.040Z,"100 km SSW of Panguna, Papua New Guinea",earthquake,8.4,5.8,0.133,17,reviewed,us,us
2015-10-03T08:23:49.150Z,11.8584,-43.7352,10,5,mb,,47,16.47,0.64,us,us10003jzd,2016-11-10T21:54:56.772Z,"northern Mid-Atlantic Ridge",earthquake,5.9,1.8,0.058,95,reviewed,us,us
2015-10-03T08:26:41.320Z,-6.1308,103.5979,37.92,4.9,mb,,70,3.389,0.73,us,us10003jze,2016-01-04T22:28:54.040Z,"199 km WSW of Bandar Lampung, Indonesia",earthquake,9.7,7,0.094,35,reviewed,us,us
2015-10-03T08:26:56.480Z,-30.3288,-71.4924,39.37,4.5,mb,,120,0.365,0.62,us,us10003jzc,2016-01-04T22:28:54.040Z,"41 km NW of Ovalle, Chile",earthquake,6.8,7.7,0.312,3,reviewed,us,us
2015-10-03T09:43:58.510Z,-26.2415,70.8156,10,5.4,mb,,40,22.389,1.43,us,us10003jzi,2016-11-10T21:54:57.888Z,"Indian Ocean Triple Junction",earthquake,9.6,1.8,0.055,113,reviewed,us,us
2015-10-03T11:01:46.030Z,-31.7284,-72.2932,9.93,4.5,mwr,,115,1.193,0.36,us,us10003jzz,2016-01-04T22:28:55.040Z,"107 km W of Illapel, Chile",earthquake,5.7,4.1,0.042,54,reviewed,us,us
2015-10-03T11:08:49.010Z,-26.0907,70.6495,15.1,4.9,mb,,75,22.226,0.7,us,us10003k05,2016-11-10T21:54:59.007Z,"Indian Ocean Triple Junction",earthquake,13.2,4.4,0.083,45,reviewed,us,us
2015-10-03T11:21:01.700Z,-29.8205,-71.7255,28.54,5.1,mww,,114,0.434,0.72,us,us10003k08,2022-08-01T09:16:00.735Z,"40 km WNW of Coquimbo, Chile",earthquake,4.5,3.6,,,reviewed,us,us
2015-10-03T13:45:05.740Z,-4.5684,139.2853,45.23,4.9,mb,,93,7.209,1,us,us10003k0l,2016-01-04T22:28:56.040Z,"264 km SW of Abepura, Indonesia",earthquake,10.4,6.6,0.075,56,reviewed,us,us
2015-10-03T14:21:07.620Z,12.5825,-89.1255,52.71,4.6,mb,,199,1.102,1.38,us,us10003k0r,2016-01-04T22:28:56.040Z,"99 km SW of Puerto El Triunfo, El Salvador",earthquake,8.1,13.9,0.146,14,reviewed,us,us
2015-10-03T15:51:19.870Z,26.4584,128.2467,38.1,4.9,mb,,71,0.376,0.74,us,us10003k15,2022-08-01T09:20:38.912Z,"31 km ESE of Nago, Japan",earthquake,6.6,6.8,0.079,51,reviewed,us,us
2015-10-03T16:44:46.470Z,-11.6576,166.6755,201.29,4.5,mb,,144,3.801,1.03,us,us10003k1c,2016-01-04T22:28:57.040Z,"140 km SE of Lata, Solomon Islands",earthquake,7.2,6.5,0.088,38,reviewed,us,us
2015-10-03T19:53:27.210Z,-38.3206,-74.2029,10,4.6,mb,,138,1.911,1.33,us,us10003k25,2016-01-04T22:28:58.040Z,"91 km SW of Cañete, Chile",earthquake,3.8,1.8,0.125,19,reviewed,us,us
2015-10-03T20:30:47.290Z,-33.326,-178.6367,10,4.5,mb,,201,4.908,0.53,us,us10003ncl,2016-01-04T22:28:59.040Z,"south of the Kermadec Islands",earthquake,14.6,1.9,0.144,14,reviewed,us,us
2015-10-03T22:33:40.380Z,13.2632,144.1405,139.17,4.5,mb,,76,0.778,0.66,us,us10003k3l,2016-01-04T22:28:59.040Z,"56 km W of Umatac Village, Guam",earthquake,11.4,7,0.072,57,reviewed,us,us
2015-10-04T02:39:16.760Z,-2.3109,139.565,15.24,4.5,mb,,53,1.156,0.89,us,us10003k4k,2016-01-04T22:29:00.040Z,"122 km WNW of Abepura, Indonesia",earthquake,8.6,3.8,0.099,30,reviewed,us,us
2015-10-04T03:49:49.460Z,-30.3105,-72.1018,5.89,5.5,mww,,87,0.541,0.72,us,us10003k53,2022-08-01T09:24:14.307Z,"83 km WSW of Coquimbo, Chile",earthquake,5.4,2.9,,,reviewed,us,us
2015-10-04T05:08:34.010Z,-2.6942,128.6359,42.41,4.7,mb,,61,3.615,0.66,us,us10003k5d,2016-11-10T21:55:02.501Z,"78 km NNW of Amahai, Indonesia",earthquake,7.4,7.7,0.089,38,reviewed,us,us
2015-10-04T05:17:58.010Z,-33.5812,-177.964,10,4.5,mb,,155,4.322,0.48,us,us10003nj7,2016-01-04T22:29:02.040Z,"south of the Kermadec Islands",earthquake,7.9,1.9,0.18,11,reviewed,us,us
2015-10-04T06:53:10.770Z,-23.6845,-179.9369,534.63,4.7,mb,,81,5.822,1.04,us,us10003k5f,2016-01-04T22:29:02.040Z,"south of the Fiji Islands",earthquake,11.5,6.7,0.061,82,reviewed,us,us
2015-10-04T07:45:43.700Z,-57.8536,-25.4046,46.67,4.5,mb,,67,16.692,0.76,us,us10003nja,2016-01-04T22:29:03.040Z,"South Sandwich Islands region",earthquake,10.7,5.4,0.121,20,reviewed,us,us
2015-10-04T08:28:51.400Z,-16.6529,41.7629,10,4.6,mb,,112,7.094,0.57,us,us10003k5u,2016-01-04T22:29:03.040Z,"203 km ESE of António Enes, Mozambique",earthquake,8.7,1.6,0.105,27,reviewed,us,us
2015-10-04T08:48:32.420Z,-33.8853,-178.5219,10,4.7,mb,,166,4.485,0.59,us,us10003njd,2016-01-04T22:29:03.040Z,"south of the Kermadec Islands",earthquake,13.1,1.8,0.137,17,reviewed,us,us
2015-10-04T08:59:09.530Z,24.5582,122.2902,76.89,4.6,mb,,126,0.663,0.36,us,us10003raq,2016-01-04T22:29:03.040Z,"58 km ESE of Yilan, Taiwan",earthquake,5.5,9.3,0.193,8,reviewed,us,us
2015-10-04T09:50:13.070Z,-32.9777,-178.1886,9.89,4.6,mb,,200,5.397,0.27,us,us10003nje,2016-01-04T22:29:04.040Z,"south of the Kermadec Islands",earthquake,15.4,4.9,0.133,17,reviewed,us,us
2015-10-04T10:11:56.000Z,-30.656,-71.627,29.9,5,mww,,,,0.87,us,us10003k6h,2022-05-03T17:32:47.186Z,"41 km W of Ovalle, Chile",earthquake,4.2,3.3,,,reviewed,guc,us
2015-10-04T12:55:50.830Z,27.6329,143.0613,29.59,4.7,mb,,135,0.945,0.61,us,us10003k76,2016-01-04T22:29:05.040Z,"Bonin Islands, Japan region",earthquake,9.7,5.5,0.086,41,reviewed,us,us
2015-10-04T14:23:21.310Z,37.7361,142.9359,10,4.5,mb,,142,1.705,1.09,us,us10003njm,2016-01-04T22:29:05.040Z,"162 km ESE of Ishinomaki, Japan",earthquake,8.1,1.9,0.204,7,reviewed,us,us
2015-10-04T14:50:34.390Z,-16.2684,-72.1052,92,5.3,mww,,119,2.684,0.83,us,us10003k7q,2022-08-01T09:25:09.473Z,"14 km NE of El Pedregal, Peru",earthquake,8.5,1.9,,,reviewed,us,us
2015-10-04T14:57:42.180Z,-15.626,-172.9284,10,4.8,mb,,68,2.037,0.78,us,us10003k7u,2016-11-10T21:55:06.213Z,"99 km ENE of Hihifo, Tonga",earthquake,8.1,1.8,0.053,111,reviewed,us,us
2015-10-04T15:56:40.730Z,-3.7887,-79.9273,57.7,4.6,mb,,162,4.262,1.03,us,us10003njn,2016-01-04T22:29:06.040Z,"29 km WSW of Piñas, Ecuador",earthquake,11.1,8.8,0.095,33,reviewed,us,us
2015-10-04T16:40:16.680Z,-9.1985,110.3619,41.64,4.7,mb,,56,1.287,1.09,us,us10003k7z,2016-01-04T22:29:06.040Z,"137 km S of Pundong, Indonesia",earthquake,7.3,7.1,0.08,48,reviewed,us,us
2015-10-04T16:43:18.710Z,-24.9162,179.847,499.32,4.6,mb,,48,4.745,0.91,us,us10003k81,2016-01-04T22:29:06.040Z,"south of the Fiji Islands",earthquake,9.1,5.7,0.055,98,reviewed,us,us
2015-10-04T17:45:55.380Z,-7.5937,116.9051,308.78,4.9,mb,,53,2.862,1.34,us,us10003k8a,2022-08-01T09:26:08.297Z,"103 km NNE of Labuan Lombok, Indonesia",earthquake,8.1,5,0.066,73,reviewed,us,us
2015-10-04T18:16:53.770Z,-23.8772,-179.7268,520.52,4.8,mb,,99,5.583,0.96,us,us10003k8j,2016-01-04T22:29:07.040Z,"south of the Fiji Islands",earthquake,8.2,7.4,0.063,78,reviewed,us,us
2015-10-04T22:50:02.450Z,-6.3386,104.5224,44.94,4.8,mb,,147,3.418,0.58,us,us10003kaa,2016-01-04T22:29:09.040Z,"129 km SW of Bandar Lampung, Indonesia",earthquake,8.1,7.5,0.079,49,reviewed,us,us
2015-10-04T23:59:10.310Z,-8.0421,122.6527,219.5,4.7,mb,,46,0.718,0.71,us,us10003kah,2016-01-04T22:29:09.040Z,"80 km NE of Maumere, Indonesia",earthquake,7.9,5.1,0.085,42,reviewed,us,us
2015-10-05T01:09:35.410Z,-35.119,179.9587,41.57,5,mb,,72,2.779,1.07,us,us10003kaz,2016-11-10T21:55:08.572Z,"off the east coast of the North Island of New Zealand",earthquake,9.5,5,0.1,32,reviewed,us,us
2015-10-05T01:11:12.780Z,27.6366,142.979,9.23,4.6,mb,,158,0.888,0.91,us,us10003nkx,2016-01-04T22:29:09.040Z,"Bonin Islands, Japan region",earthquake,7.8,6.5,0.112,24,reviewed,us,us
2015-10-05T03:52:49.610Z,-32.8586,-178.1159,10,4.7,mb,,198,3.605,1.28,us,us10003kbm,2016-01-04T22:29:11.040Z,"south of the Kermadec Islands",earthquake,12.6,1.9,0.127,19,reviewed,us,us
2015-10-05T05:16:04.010Z,-14.8918,-172.755,10,4.6,mb,,93,1.36,0.83,us,us10003nkv,2016-01-04T22:29:11.040Z,"129 km SSW of Gataivai, Samoa",earthquake,11.1,1.9,0.182,9,reviewed,us,us
2015-10-05T05:59:02.880Z,-35.5274,-104.2397,10,4.8,mb,,128,24.714,0.8,us,us10003nkw,2016-11-10T21:55:09.713Z,"southeast of Easter Island",earthquake,15.1,1.8,0.095,34,reviewed,us,us
2015-10-05T07:33:21.920Z,27.6395,86.0343,10,4.5,mb,,138,0.641,0.92,us,us10003kcl,2016-01-04T22:29:12.040Z,"36 km SSE of Kod?ri??, Nepal",earthquake,6.4,1.8,0.07,60,reviewed,us,us
2015-10-05T09:25:10.060Z,45.9512,150.8827,81.19,4.5,mb,,136,5.702,0.46,us,us10003nl0,2016-01-04T22:29:12.040Z,"247 km ENE of Kuril’sk, Russia",earthquake,10,5.3,0.124,19,reviewed,us,us
2015-10-05T13:39:03.130Z,24.2324,125.2385,12.17,4.5,mb,,93,2.044,1.24,us,us10003nl8,2016-01-04T22:29:13.040Z,"63 km S of Hirara, Japan",earthquake,8.7,5.5,0.08,46,reviewed,us,us
2015-10-05T16:18:02.750Z,31.4974,86.4956,10,4.5,mb,,109,3.537,1.05,us,us10003nl9,2016-01-04T22:29:14.040Z,"270 km NNE of Saga, China",earthquake,4.5,1.9,0.097,31,reviewed,us,us
2015-10-05T16:33:26.780Z,-30.3035,-71.5318,34,5.9,mww,,30,0.379,0.76,us,us10003kg9,2022-05-03T19:04:53.532Z,"43 km SSW of Coquimbo, Chile",earthquake,4.4,1.7,,,reviewed,us,us
2015-10-05T17:30:53.290Z,-31.0879,-72.7469,10,4.6,mb,,89,1.041,1.32,us,us10003kgn,2016-01-04T22:29:14.040Z,"157 km WSW of Ovalle, Chile",earthquake,5.6,1.9,0.104,28,reviewed,us,us
2015-10-05T17:35:54.870Z,51.9487,-179.2558,90.82,5.7,mww,,33,0.3,0.97,us,us10003kgq,2023-07-27T19:46:23.670Z,"180 km W of Adak, Alaska",earthquake,5.6,3.4,,,reviewed,us,us
2015-10-05T22:18:54.300Z,-41.6021,84.6762,10,4.5,mb,,170,44.514,0.22,us,us10003nlj,2016-01-04T22:29:16.040Z,"southeast Indian Ridge",earthquake,10.6,2,0.192,8,reviewed,us,us
2015-10-06T02:47:48.950Z,-29.4277,-177.1784,46.82,4.5,mb,,123,0.68,0.88,us,us10003ntd,2016-01-04T22:29:18.040Z,"Kermadec Islands, New Zealand",earthquake,6.9,7.6,0.145,14,reviewed,us,us
2015-10-06T03:48:15.660Z,7.3755,-36.1333,10,4.6,mb,,90,13.118,0.91,us,us10003nte,2016-01-04T22:29:18.040Z,"central Mid-Atlantic Ridge",earthquake,7.4,1.9,0.164,11,reviewed,us,us
2015-10-06T04:51:45.780Z,-30.2554,-72.0994,12.25,4.7,mwr,,142,0.578,0.68,us,us10003kme,2016-11-10T21:55:16.133Z,"81 km WSW of Coquimbo, Chile",earthquake,3.5,3.9,0.049,40,reviewed,us,us
2015-10-06T06:02:54.640Z,11.3695,-87.0252,31.46,4.5,mb,,134,1.105,0.91,us,us10003kmr,2016-01-04T22:29:19.040Z,"72 km SW of Masachapa, Nicaragua",earthquake,6.3,6.6,0.077,49,reviewed,us,us
2015-10-06T07:51:51.610Z,-20.3282,-177.5598,501.15,4.5,mb,,70,4.881,1.03,us,us10003kn7,2016-01-04T22:29:20.040Z,"260 km WNW of Haveluloto, Tonga",earthquake,11.4,5.7,0.053,106,reviewed,us,us
2015-10-06T08:44:13.850Z,-0.4783,98.9505,49.77,4.9,mb,,74,2.236,0.99,us,us10003kne,2016-01-04T22:29:20.040Z,"131 km W of Pariaman, Indonesia",earthquake,8.6,1.6,0.07,65,reviewed,us,us
2015-10-06T09:21:23.740Z,12.1177,-88.9955,29.55,5.1,mb,,84,1.576,1.12,us,us10003knh,2016-11-10T21:55:17.397Z,"137 km SSW of Puerto El Triunfo, El Salvador",earthquake,6.4,3.9,0.024,556,reviewed,us,us
2015-10-06T09:32:07.350Z,38.7091,142.191,32.79,4.7,mwr,,97,1.385,0.67,us,us10003kni,2016-11-10T21:55:18.524Z,"57 km SE of ?funato, Japan",earthquake,6.8,4.7,0.075,17,reviewed,us,us
2015-10-06T10:17:33.430Z,38.7101,142.1083,36.34,4.5,mb,,113,1.334,0.68,us,us10003knp,2016-01-04T22:29:21.040Z,"52 km SE of ?funato, Japan",earthquake,7.4,7.1,0.069,62,reviewed,us,us
2015-10-06T10:47:33.150Z,-31.432,-71.4573,42.76,4.7,mwr,,47,0.771,0.88,us,us10003knu,2022-08-01T09:46:15.093Z,"35 km NW of Illapel, Chile",earthquake,5.9,3.9,0.044,50,reviewed,us,us
2015-10-06T11:42:59.010Z,27.5761,142.9382,10,4.6,mb,,200,0.823,0.34,us,us10003ntm,2016-01-04T22:29:21.040Z,"Bonin Islands, Japan region",earthquake,8.3,1.9,0.193,8,reviewed,us,us
2015-10-06T14:16:03.430Z,19.1597,144.6541,85.98,4.5,mb,,89,4.045,1.11,us,us10003ntl,2016-01-04T22:29:22.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,12.8,9,0.111,24,reviewed,us,us
2015-10-06T15:21:41.750Z,-30.2396,-177.4232,17.48,4.8,mb,,146,1.084,1.02,us,us10003ntn,2016-01-04T22:29:22.040Z,"Kermadec Islands, New Zealand",earthquake,7.2,4.1,0.113,24,reviewed,us,us
2015-10-06T18:05:45.110Z,39.4033,73.5888,23.17,4.5,mb,,86,2.234,1.21,us,us10003kqv,2016-01-04T22:29:23.040Z,"Kyrgyzstan-Tajikistan-Xinjiang border region",earthquake,7.2,3.8,0.171,12,reviewed,us,us
2015-10-06T20:23:39.730Z,-15.1299,-173.3848,35,4.7,mb,,84,1.973,1.02,us,us10003ntt,2016-01-04T22:29:24.040Z,"Tonga",earthquake,8.5,1.9,0.106,32,reviewed,us,us
2015-10-06T21:27:33.000Z,36.1682,29.8952,22.4,5.2,mww,,,,0.87,us,us10003ksq,2022-08-01T09:52:32.618Z,"11 km SW of Demre, Turkey",earthquake,5.6,3.6,,,reviewed,isk,us
2015-10-06T22:48:33.670Z,-30.8438,-71.4938,35.77,4.7,mwr,,79,0.208,0.68,us,us10003kt9,2016-01-04T22:29:24.040Z,"39 km SW of Ovalle, Chile",earthquake,4.8,4.6,0.043,51,reviewed,us,us
2015-10-06T23:08:03.500Z,12.4949,144.1771,52.59,4.5,mb,,158,1.279,0.72,us,us10003ntv,2016-01-04T22:29:25.040Z,"100 km SSW of Merizo Village, Guam",earthquake,14.6,6,0.221,6,reviewed,us,us
2015-10-07T02:30:21.560Z,-3.932,-104.1362,10,5.4,mwb,,112,14.211,1.25,us,us10003kus,2016-11-10T21:55:22.712Z,"central East Pacific Rise",earthquake,14,1.9,0.054,33,reviewed,us,us
2015-10-07T02:49:31.560Z,-4.0507,-104.3905,10,4.5,mb,,233,23.093,1.21,us,us10003nux,2016-11-10T21:55:24.040Z,"central East Pacific Rise",earthquake,10.8,2,0.103,28,reviewed,us,us
2015-10-07T03:01:17.550Z,33.8813,136.3087,384.69,4.6,mb,,41,1.581,0.46,us,us10003kuv,2016-01-04T22:29:27.040Z,"22 km SSE of Owase, Japan",earthquake,7.5,5.6,0.033,272,reviewed,us,us
2015-10-07T03:02:10.850Z,-30.8207,-71.4446,40.64,4.5,mb,,68,0.219,0.43,us,us10003kuw,2016-01-04T22:29:27.040Z,"33 km SW of Ovalle, Chile",earthquake,3.2,6,0.124,19,reviewed,us,us
2015-10-07T03:49:32.240Z,-33.2387,-177.7794,10,4.7,mb,,200,5.368,0.94,us,us10003nv1,2016-01-04T22:29:28.040Z,"south of the Kermadec Islands",earthquake,9,2,0.159,12,reviewed,us,us
2015-10-07T03:50:33.440Z,-30.2705,-177.8803,27.64,5,mb,,82,1.022,0.58,us,us10003kv9,2016-01-04T22:29:28.040Z,"Kermadec Islands, New Zealand",earthquake,9,4.5,0.06,89,reviewed,us,us
2015-10-07T03:58:24.290Z,-5.4741,151.8439,60.54,4.7,mb,,95,1.313,0.6,us,us10003nvb,2016-01-04T22:29:28.040Z,"133 km SSW of Kokopo, Papua New Guinea",earthquake,8.6,7.6,0.138,16,reviewed,us,us
2015-10-07T05:59:13.080Z,-17.7468,-69.7891,127.93,4.8,mb,,89,0.813,1.26,us,us10003kvp,2022-08-01T09:58:03.883Z,"18 km E of Palca, Peru",earthquake,6.4,5.6,0.036,233,reviewed,us,us
2015-10-07T06:53:37.000Z,-10.7848,165.626,37.37,4.6,mb,,111,4.882,0.7,us,us10003nv7,2016-01-04T22:29:30.040Z,"19 km WSW of Lata, Solomon Islands",earthquake,11.9,8.8,0.146,15,reviewed,us,us
2015-10-07T07:37:21.950Z,-31.465,-176.91,33.93,4.7,mb,,123,2.381,1.16,us,us10003nv9,2016-01-04T22:29:30.040Z,"Kermadec Islands region",earthquake,11,5.1,0.106,27,reviewed,us,us
2015-10-07T08:00:39.980Z,-30.2971,-71.3616,8.74,4.8,mb,,84,0.392,1.41,us,us10003kwa,2022-08-01T09:59:01.298Z,"37 km NNW of Ovalle, Chile",earthquake,5.7,4.9,0.134,17,reviewed,us,us
2015-10-07T10:16:43.060Z,-18.4495,-173.5634,35,4.6,mb,,138,4.829,0.5,us,us10003nvc,2016-01-04T22:29:32.040Z,"49 km ENE of Neiafu, Tonga",earthquake,8.4,1.9,0.119,26,reviewed,us,us
